Dates,ACB,FPT,HPG
20211210,23234.783,69420.29,35769.231
20211213,23234.783,69565.217,35807.692
20211214,23165.217,69347.826,36692.308
20211215,23234.783,69492.754,36769.231
20211216,22956.522,69202.899,36538.462
20211217,23095.652,69855.072,35923.077
20211220,23026.087,69420.29,36076.923
20211221,22817.391,68985.507,35461.538
20211222,22747.826,68840.58,34692.308
20211223,22608.696,67536.232,34576.923
20211224,22956.522,67971.014,35423.077
20211227,23060.87,68478.261,35307.692
20211228,23408.696,68478.261,35230.769
20211229,23513.043,67826.087,35230.769
20211230,23582.609,67826.087,35153.846
20211231,24000,67391.304,35692.308
20220104,23930.435,67753.623,35961.538
20220105,23443.478,67826.087,36000
20220106,23478.261,67753.623,35461.538
20220107,23165.217,67681.159,35230.769
20220110,22956.522,66666.667,35115.385
20220111,22782.609,64855.072,34692.308
20220112,23026.087,64927.536,35538.462
20220113,23200,66739.13,35923.077
20220114,22991.304,66159.42,35576.923
20220117,22782.609,64492.754,34384.615
20220118,22817.391,63840.58,33846.154
20220119,22956.522,63985.507,33461.538
20220120,22921.739,64347.826,33846.154
20220121,23269.565,63913.043,33307.692
20220124,23895.652,61811.594,31307.692
20220125,24243.478,62681.159,33269.231
20220126,24660.87,62318.841,33423.077
20220127,24278.261,62246.377,32423.077
20220128,24034.783,64855.072,32461.538
20220207,24139.13,64855.072,33115.385
20220208,24869.565,65652.174,35038.462
20220209,24765.217,65724.638,36384.615
20220210,24730.435,66666.667,36153.846
20220211,24834.783,66376.812,36269.231
20220214,23652.174,65942.029,35538.462
20220215,24000,66014.493,35384.615
20220216,23791.304,66159.42,35384.615
20220217,23860.87,67246.377,35769.231
20220218,23547.826,66811.594,36192.308
20220221,23930.435,67753.623,35884.615
20220222,24139.13,67318.841,35692.308
20220223,24069.565,67391.304,35923.077
20220224,23965.217,66666.667,35384.615
20220225,23895.652,66884.058,35307.692
20220228,23582.609,67608.696,36307.692
20220301,23547.826,67681.159,36076.923
20220302,22886.957,67463.768,36076.923
20220303,23269.565,67681.159,38538.462
20220304,23860.87,67753.623,38307.692
20220307,23130.435,67971.014,39307.692
20220308,22678.261,68695.652,38038.462
20220309,22747.826,69202.899,38346.154
20220310,22886.957,68550.725,37807.692
20220311,22747.826,67536.232,36615.385
20220314,22747.826,66521.739,35230.769
20220315,22817.391,65942.029,35500
20220316,22817.391,66376.812,35538.462
20220317,22817.391,66666.667,35346.154
20220318,22817.391,68913.043,35769.231
20220321,22921.739,69057.971,36038.462
20220322,23165.217,69855.072,36076.923
20220323,23095.652,69927.536,36000
20220324,22886.957,69565.217,35692.308
20220325,22747.826,69347.826,35692.308
20220328,22504.348,71086.957,35307.692
20220329,22504.348,76014.493,35269.231
20220330,22678.261,76811.594,35000
20220331,22991.304,77536.232,34692.308
20220401,23234.783,80434.783,35153.846
20220404,23304.348,79202.899,35269.231
20220405,22956.522,78985.507,35461.538
20220406,23095.652,81884.058,36346.154
20220407,23373.913,82101.449,35807.692
20220408,23547.826,78623.188,35692.308
20220412,23269.565,79565.217,34692.308
20220413,23408.696,83405.797,34769.231
20220414,23513.043,84492.754,34538.462
20220415,23339.13,83333.333,34000
20220418,22817.391,83695.652,32807.692
20220419,22017.391,81159.42,33307.692
20220420,22191.304,81159.42,33230.769
20220421,21913.043,81159.42,33346.154
20220422,22469.565,80507.246,33692.308
20220425,21217.391,74927.536,31346.154
20220426,21495.652,75579.71,31692.308
20220427,21495.652,74637.681,32692.308
20220428,21565.217,76449.275,33153.846
20220429,22747.826,76086.957,33307.692
20220504,22086.957,75724.638,32307.692
20220505,22052.174,75869.565,32346.154
20220506,21565.217,72608.696,32153.846
20220509,21286.957,68115.942,30730.769
20220510,21426.087,71304.348,31615.385
20220511,21982.609,73840.58,31269.231
20220512,20521.739,69275.362,29423.077
20220513,19130.435,67826.087,27615.385
20220516,19200,67536.232,27923.077
20220517,20347.826,72246.377,29384.615
20220518,20139.13,70797.101,29384.615
20220519,19895.652,70289.855,29153.846
20220520,20208.696,70652.174,28961.538
20220523,19791.304,69927.536,28269.231
20220524,20034.783,71159.42,26846.154
20220525,20869.565,76086.957,26500
20220526,21113.043,76521.739,26923.077
20220527,22121.739,81014.493,27269.231
20220530,22226.087,80652.174,27269.231
20220531,21947.826,79637.681,26692.308
20220601,21634.783,81014.493,26423.077
20220602,22043.478,80797.101,25500
20220603,22000,82608.696,25692.308
20220606,22000,81884.058,25615.385
20220607,21695.652,83768.116,25538.462
20220608,22347.826,83333.333,25307.692
20220609,22391.304,83550.725,26000
20220610,21913.043,79710.145,25846.154
20220613,20782.609,74956.522,24461.538
20220614,20956.522,77478.261,23307.692
20220615,20521.739,78695.652,22615.385
20220616,20956.522,80000,23846.154
20220617,20086.957,80000,23200
20220620,19913.043,80000,21600
20220621,20000,77478.261,20800
20220622,20652.174,73478.261,21500
20220623,20652.174,74347.826,21800
20220624,20695.652,74347.826,21800
20220627,20826.087,75217.391,22900
20220628,21304.348,78000,22500
20220629,21043.478,78260.87,22750
20220630,20869.565,74956.522,22300
20220701,20913.043,76521.739,22400
20220704,21086.957,75391.304,22000
20220705,21260.87,74260.87,21900
20220706,21043.478,72608.696,21450
20220707,21000,72260.87,21750
20220708,20869.565,72695.652,22450
20220711,20434.783,72000,22050
20220712,20869.565,72608.696,22300
20220713,20869.565,71739.13,22300
20220714,20913.043,72000,22200
20220715,20869.565,71478.261,23200
20220718,20782.609,72173.913,22600
20220719,20782.609,72173.913,22150
20220720,21130.435,73826.087,22350
20220721,21434.783,73913.043,22700
20220722,21173.913,74000,22200
20220725,20913.043,74260.87,21900
20220726,20913.043,73739.13,21650
20220727,21043.478,74086.957,21250
20220728,21260.87,73826.087,21400
20220729,21391.304,72608.696,21500
20220801,21739.13,73043.478,22800
20220802,21652.174,73913.043,22900
20220803,21695.652,73739.13,23750
20220804,21739.13,74869.565,23650
20220805,21608.696,74608.696,23300
20220808,21521.739,74782.609,23600
20220809,21695.652,74956.522,24100
20220810,21608.696,74782.609,23800
20220811,21521.739,74782.609,23400
20220812,21565.217,75217.391,23950
20220815,21695.652,77304.348,24000
20220816,21608.696,77130.435,24550
20220817,21695.652,76782.609,24300
20220818,21869.565,76782.609,24150
20220819,21608.696,75565.217,23750
20220822,21434.783,75478.261,23350
20220823,21565.217,75652.174,23650
20220824,21608.696,74956.522,23500
20220825,21739.13,75043.478,23850
20220826,21565.217,75826.087,23500
20220829,21347.826,75217.391,23000
20220830,21347.826,75130.435,23050
20220831,21434.783,75304.348,23000
20220905,21304.348,74956.522,23900
20220906,21434.783,74608.696,23550
20220907,21130.435,73043.478,23000
20220908,20869.565,73304.348,23100
20220909,20869.565,73304.348,23800
20220912,20652.174,73565.217,23800
20220913,20695.652,73565.217,23700
20220914,20434.783,73043.478,23700
20220915,20478.261,72782.609,23600
20220916,20130.435,71739.13,23000
20220919,19869.565,72260.87,22650
20220920,19913.043,72521.739,23000
20220921,19652.174,71565.217,22900
20220922,19826.087,72086.957,23000
20220923,19652.174,71652.174,22700
20220926,19304.348,70869.565,22400
20220927,19478.261,70000,22400
20220928,19130.435,67826.087,21800
20220929,19130.435,66956.522,21650
20220930,19304.348,70000,21200
20221003,18782.609,66956.522,19750
20221004,18260.87,67391.304,18850
20221005,18086.957,68173.913,19200
20221006,17391.304,66521.739,18000
20221007,16217.391,64347.826,17600
20221010,16260.87,64347.826,18350
20221011,15217.391,61739.13,17500
20221012,16260.87,62956.522,18700
20221013,17347.826,63478.261,19500
20221014,18130.435,64347.826,19450
20221017,18217.391,64173.913,19250
20221018,18608.696,65130.435,18850
20221019,18347.826,65652.174,18400
20221020,18565.217,67652.174,18100
20221021,17739.13,64260.87,16900
20221024,16956.522,61826.087,16400
20221025,17739.13,63652.174,17100
20221026,17956.522,64173.913,16900
20221027,19173.913,65913.043,17400
20221028,19391.304,65217.391,16800
20221031,19478.261,65739.13,15650
20221101,19521.739,65652.174,15000
20221102,18956.522,64347.826,15350
20221103,18565.217,64434.783,15200
20221104,17521.739,63391.304,14650
20221107,17956.522,63130.435,13700
20221108,18521.739,63739.13,13150
20221109,18043.478,64347.826,13000
20221110,17391.304,63478.261,12100
20221111,18086.957,63304.348,12300
20221114,17652.174,61565.217,12200
20221115,16608.696,57304.348,12500
20221116,17739.13,60260.87,13350
20221117,18304.348,61739.13,14250
20221118,18391.304,62173.913,15100
20221121,17913.043,60956.522,14950
20221122,17695.652,61304.348,14800
20221123,17956.522,61304.348,13800
20221124,18260.87,61304.348,14350
20221125,18695.652,62608.696,15300
20221128,19347.826,64608.696,16350
20221129,19260.87,64608.696,17400
20221130,19217.391,64869.565,18400
20221201,19565.217,64956.522,18200
20221202,20434.783,67304.348,19450
20221205,20521.739,68086.957,20000
20221206,19391.304,66086.957,18600
20221207,19391.304,66521.739,18250
20221208,19695.652,66956.522,18900
20221209,20043.478,67826.087,19200
20221212,19565.217,66956.522,18600
20221213,20043.478,67130.435,19000
20221214,20130.435,66347.826,19200
20221215,20173.913,67565.217,19350
20221216,20000,67739.13,20400
20221219,19782.609,66608.696,20000
20221220,19608.696,66608.696,19000
20221221,19826.087,67130.435,18900
20221222,19913.043,67130.435,18900
20221223,19913.043,67826.087,18350
20221226,19217.391,66434.783,17100
20221227,19217.391,66521.739,18250
20221228,19130.435,66695.652,18200
20221229,19130.435,66260.87,18000
20221230,19043.478,66869.565,18000
20230103,19739.13,69565.217,19250
20230104,19695.652,69565.217,19400
20230105,19869.565,70086.957,19800
20230106,20130.435,69826.087,19400
20230109,20086.957,69826.087,19600
20230110,20391.304,69913.043,19800
20230111,21043.478,70347.826,20200
20230112,21304.348,70173.913,20050
20230113,21000,69565.217,19950
20230116,21739.13,70260.87,20250
20230117,22000,71304.348,21650
20230118,22173.913,72521.739,21700
20230119,22608.696,72956.522,21150
20230127,22913.043,73043.478,21500
20230130,22086.957,72782.609,21750
20230131,22652.174,72608.696,22100
20230201,21913.043,71304.348,21100
20230202,21739.13,71217.391,21300
20230203,21304.348,69652.174,21100
20230206,21652.174,70000,21150
20230207,21391.304,70173.913,19750
20230208,21434.783,70608.696,20850
20230209,21304.348,70173.913,20600
20230210,21043.478,70173.913,20500
20230213,20782.609,70173.913,20200
20230214,20739.13,70260.87,20600
20230215,21347.826,70956.522,20800
20230216,21565.217,70956.522,21300
20230217,21565.217,70956.522,21000
20230220,22434.783,72000,21900
20230221,22173.913,72000,21600
20230222,21608.696,71130.435,21200
20230223,22086.957,70782.609,21500
20230224,21391.304,70260.87,20800
20230227,21086.957,69826.087,20100
20230228,21217.391,70000,20000
20230301,21869.565,70000,20900
20230302,21782.609,69565.217,20600
20230303,21304.348,68260.87,20350
20230306,21130.435,68000,20400
20230307,21304.348,68521.739,21100
20230308,21739.13,69130.435,21200
20230309,22043.478,70086.957,21200
20230310,21652.174,69130.435,21300
20230313,21304.348,68608.696,21100
20230314,20913.043,68434.783,20300
20230315,21565.217,70000,21300
20230316,21217.391,68869.565,20850
20230317,21173.913,68695.652,20400
20230320,20869.565,67478.261,20000
20230321,21043.478,67913.043,20450
20230322,21000,68260.87,20300
20230323,21304.348,67826.087,20400
20230324,21347.826,68347.826,20400
20230327,21260.87,68782.609,20800
20230328,21260.87,68869.565,20700
20230329,21217.391,68695.652,20800
20230330,21391.304,68782.609,20800
20230331,21739.13,68782.609,20800
20230403,21956.522,70347.826,21000
20230404,21869.565,70000,21100
20230405,22000,70086.957,21500
20230406,21652.174,69826.087,21500
20230407,21782.609,70000,21200
20230410,21739.13,69826.087,20700
20230411,21695.652,69826.087,20800
20230412,21608.696,69826.087,20750
20230413,21695.652,69217.391,20450
20230414,21695.652,69217.391,20650
20230417,21739.13,69217.391,20850
20230418,21521.739,69043.478,20950
20230419,21217.391,68956.522,20800
20230420,21086.957,69043.478,20800
20230421,21086.957,68956.522,20700
20230424,21043.478,68782.609,20650
20230425,21000,68173.913,21050
20230426,21000,68086.957,22000
20230427,21000,68086.957,21700
20230428,21043.478,67391.304,21650
20230504,21478.261,68260.87,21300
20230505,21434.783,68173.913,21450
20230508,21695.652,68260.87,21600
20230509,21652.174,68608.696,21800
20230510,21652.174,68695.652,21700
20230511,21652.174,68782.609,21750
20230512,21739.13,70000,22350
20230515,21739.13,70434.783,22100
20230516,21739.13,70869.565,22000
20230517,21652.174,70869.565,21800
20230518,21739.13,72086.957,21950
20230519,21695.652,72000,21800
20230522,21782.609,71739.13,21900
20230523,22043.478,71304.348,21700
20230524,21869.565,70695.652,21300
20230525,21826.087,72347.826,21200
20230526,21739.13,72260.87,21100
20230529,21869.565,72260.87,21450
20230530,21913.043,73043.478,21350
20230531,22086.957,73130.435,21200
20230601,21400,72608.696,21400
20230602,21800,72869.565,21600
20230605,21750,73913.043,21650
20230606,21800,74173.913,21750
20230607,21850,73913.043,22600
20230608,21600,72695.652,22800
20230609,21550,73565.217,22900
20230612,21450,73826.087,22950
20230613,21600,73391.304,23400
20230614,21650,73217.391,23100
20230615,21700,73130.435,23150
20230616,21800,73478.261,23450
20230619,21650,73652.174,23350
20230620,21650,74347.826,23650
20230621,21700,74608.696,24600
20230622,21650,74347.826,24850
20230623,21900,74000,25400
20230626,22250,74608.696,25200
20230627,22200,75913.043,25800
20230628,22300,75652.174,26600
20230629,21900,75217.391,25800
20230630,22050,74782.609,26150
20230703,22050,75130.435,26200
20230704,22000,75652.174,26250
20230705,21950,74800,26950
20230706,21700,74600,27000
20230707,21700,75300,27450
20230710,21950,75300,27700
20230711,22000,75000,27300
20230712,21850,75300,27000
20230713,22000,75800,27050
20230714,22000,78300,27500
20230717,22000,79000,27300
20230718,22000,78700,27200
20230719,22000,78500,27400
20230720,22000,80300,28200
20230721,22100,81000,28400
20230724,22050,81000,28250
20230725,22300,81300,28250
20230726,22300,82700,28400
20230727,22150,83700,28400
20230728,22200,84400,28300
20230731,22950,85600,28200
20230801,22850,84500,27500
20230802,23100,83500,27500
20230803,23450,83700,26850
20230804,24400,83300,27350
20230807,23750,84500,27550
20230808,23400,84200,27200
20230809,23200,83100,27800
20230810,22900,82200,27350
20230811,22900,82000,27700
20230814,23050,82600,28150
20230815,22850,84000,27950
20230816,22900,85100,27950
20230817,22700,86000,28100
20230818,21900,85500,26500
20230821,22000,85900,26200
20230822,22050,86500,26150
20230823,21850,86500,25650
20230824,22050,90000,26300
20230825,21950,90600,25950
20230828,22050,94000,26850
20230829,22050,93600,27000
20230830,22450,96600,27200
20230831,22600,96700,27600
20230905,22750,96800,27800
20230906,22950,99000,29000
20230907,22900,97900,28650
20230908,22750,97600,28750
20230911,22350,97400,28000
20230912,22750,98900,28750
20230913,22550,98000,28400
20230914,22450,95900,27800
20230915,22650,97500,27600
20230918,22450,96900,27600
20230919,22300,98400,28150
20230920,22450,98500,28400
20230921,22400,96800,28400
20230922,22300,96700,27300
20230925,22000,94300,26000
20230926,21900,93500,26200
20230927,22000,94300,26500
20230928,21750,94000,26600
20230929,21850,92800,26300
20231002,21900,93200,26200
20231003,21600,92200,24800
20231004,21600,92500,25250
20231005,21600,91600,24900
20231006,21800,92700,24950
20231009,22500,95600,25500
20231010,22800,96300,26000
20231011,22700,97000,26200
20231012,22700,96400,25800
20231013,22650,96100,25750
20231016,22600,96800,25000
20231017,22450,93100,24800
20231018,22050,93000,24000
20231019,21800,92000,23700
20231020,21900,92900,24350
20231023,21800,91000,24000
20231024,21900,92000,24000
20231025,21900,90900,24050
20231026,21100,86800,22800
20231027,21550,87000,23350
20231030,21300,85000,23000
20231031,21400,83000,23000
20231101,21600,85400,23950
20231102,22300,89000,25250
20231103,22050,87000,25100
20231106,22200,88500,25750
20231107,22100,88300,25800
20231108,22800,92600,26950
20231109,22550,92500,26700
20231110,22400,91500,26500
20231113,22450,91400,27200
20231114,22700,92600,27000
20231115,23250,92400,27000
20231116,23300,93000,27200
20231117,22700,91000,26500
20231120,22500,90700,26650
20231121,22600,91900,27050
20231122,22700,93000,27200
20231123,22200,90800,25850
20231124,22050,91200,26400
20231127,21850,90700,26300
20231128,21900,91100,26700
20231129,22050,91700,27000
20231130,21950,91900,26550
20231201,21950,92400,26900
20231204,22300,93600,27500
20231205,22150,94800,27250
20231206,22300,95000,27600
20231207,22400,94300,27600
20231208,22400,94200,27700
20231211,22400,95000,27500
20231212,22500,96800,27950
20231213,22300,95200,27350
20231214,22500,96200,27050
20231215,22750,96200,26800
20231218,22800,94000,26600
20231219,23050,94600,27200
20231220,23200,94700,27200
20231221,23250,95100,27200
20231222,23200,94600,27050
20231225,23350,96000,27450
20231226,23250,97200,27800
20231227,23300,96900,27750
20231228,23750,96600,27950
20231229,23900,96100,27950
